City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Property Type,Square Footage
North Vancouver,BC,49.3153909,-123.0055878,989000.0,3.0,2.0,Condo,1718.0
Mission,BC,49.1627773,-122.3209526,1399000.0,8.0,5.0,Single Family,3082.0
Vancouver,BC,49.2518259,-123.2375802,758800.0,0.0,1.0,Condo,471.0
Vancouver,BC,49.267624,-123.1140825,872000.0,1.0,1.0,Condo,757.0
Mission,BC,49.1585324,-122.3075962,1075000.0,4.0,3.0,Single Family,2241.0
Comox,BC,49.671539,-124.929904,899900.0,2.0,2.0,Condo,1795.0
Qualicum Beach,BC,49.3576738,-124.4051233,1585000.0,3.0,4.0,Single Family,3132.0
North Vancouver,BC,49.317441,-123.045853,2050000.0,4.0,2.0,Single Family,2288.0
Courtenay,BC,49.676202,-124.980557,190000.0,2.0,2.0,Manufactured Home,809.0
Vancouver,BC,49.2694094,-123.1579127,1998000.0,2.0,2.0,Townhome,1344.0
Surrey,BC,49.1753125,-122.8495565,475000.0,1.0,1.0,Condo,547.0
Lantzville,BC,49.2487181,-124.1398755,869900.0,3.0,2.0,Single Family,2004.0
Squamish,BC,49.7545651,-123.1303752,2399000.0,4.0,3.0,Single Family,2786.0
New Westminster,BC,49.202034,-122.909216,537000.0,1.0,1.0,Condo,598.0
Courtenay,BC,49.683473,-124.990318,999000.0,2.0,2.0,Single Family,921.0
North Vancouver,BC,49.3105643,-123.0345572,688000.0,1.0,1.0,Condo,631.0
Nanaimo,BC,49.2200509,-124.026774,665000.0,2.0,2.0,Townhome,1248.0
Maple Ridge,BC,49.2206057,-122.5427877,1750000.0,7.0,5.0,Single Family,4279.0
Burnaby,BC,49.2152251,-122.9642497,675000.0,2.0,2.0,Condo,793.0
Vancouver,BC,49.2725854,-123.2491114,2388000.0,3.0,4.0,Townhome,2386.0
New Westminster,BC,49.209672,-122.929313,1799000.0,5.0,3.0,Single Family,3041.0
Port Coquitlam,BC,49.266448,-122.737065,1079000.0,3.0,3.0,Condo/Townhome,1613.0
Vancouver,BC,49.2575388,-123.138386,930000.0,2.0,1.0,Condo,1031.0
Port Alberni,BC,49.2760682,-124.9332685,1999000.0,5.0,4.0,Single Family,2918.0
Whistler,BC,50.1210475,-122.9570855,1649999.0,2.0,2.0,Condo/Townhome,961.0
Squamish,BC,49.7408423,-123.0929196,2298000.0,6.0,5.0,Single Family,4122.0
Vancouver,BC,49.2879816,-123.04838,1748800.0,4.0,2.0,Single Family,1967.0
North Vancouver,BC,49.3125586,-123.0319568,1399000.0,3.0,2.0,Condo,1178.0
Burnaby,BC,49.2228283,-123.0119434,529900.0,2.0,1.0,Condo,787.0
Surrey,BC,49.1797709,-122.8090304,1399000.0,5.0,3.0,Single Family,2535.0
Vancouver,BC,49.2057197,-123.0311682,669300.0,1.0,1.0,Condo,559.0
Surrey,BC,49.1678143,-122.80713,989000.0,3.0,4.0,Townhome,1882.0
Vancouver,BC,49.2765255,-123.122747,579000.0,1.0,1.0,Condo,587.0
Vancouver,BC,49.2829676,-123.100636,430000.0,1.0,1.0,Condo,563.0
Nanaimo,BC,49.2223772,-124.0324069,519900.0,2.0,2.0,Condo,895.0
Vancouver,BC,49.2492314,-123.175098,3588000.0,4.0,4.0,Single Family,2623.0
Sechelt,BC,49.4742911,-123.8033888,349000.0,2.0,1.0,Manufactured Home,924.0
Vancouver,BC,49.2823994,-123.0921454,880000.0,2.0,3.0,Townhome,1068.0
North Vancouver,BC,49.3227419,-123.1163115,818000.0,1.0,2.0,Condo,893.0
Vancouver,BC,49.2057197,-123.0311682,995600.0,2.0,2.0,Condo,830.0
Burnaby,BC,49.2258626,-123.0074036,918000.0,2.0,2.0,Condo,845.0
Richmond,BC,49.168968,-123.164331,1599000.0,3.0,3.0,Single Family,1798.0
Vancouver,BC,49.2594627,-123.1787611,2845000.0,5.0,4.0,Duplex,2101.0
Burnaby,BC,49.278992,-122.905222,739000.0,2.0,2.0,Condo/Townhome,1134.0
Vancouver,BC,49.2629284,-123.15147,748888.0,1.0,1.0,Condo,590.0
Vancouver,BC,49.2057197,-123.0311682,977400.0,2.0,2.0,Condo,831.0
Vancouver,BC,49.2468154,-123.0393349,2699000.0,10.0,8.0,Single Family,3612.0
Nanaimo,BC,49.1591139,-123.9323332,419000.0,1.0,1.0,Condo,727.0
Parksville,BC,49.316085,-124.296243,849000.0,2.0,2.0,Duplex,3268.0
Vancouver,BC,49.232991,-123.023952,616888.0,1.0,1.0,Condo,529.0
Nanaimo,BC,49.1591139,-123.9323332,499000.0,2.0,2.0,Condo,845.0
West Vancouver,BC,49.3452014,-123.2417067,4188000.0,4.0,6.0,Single Family,4087.0
Vancouver,BC,49.2057197,-123.0311682,1337400.0,3.0,2.0,Condo,997.0
Richmond,BC,49.171358,-123.183311,2599000.0,5.0,3.0,Single Family,3202.0
Bowen Island,BC,49.3794841,-123.348928,1499000.0,3.0,3.0,Single Family,2381.0
Vancouver,BC,49.2057197,-123.0311682,652000.0,1.0,1.0,Condo,491.0
Vancouver,BC,49.2057197,-123.0311682,942000.0,2.0,2.0,Condo,936.0
Vancouver,BC,49.2760318,-123.0556976,1849000.0,4.0,2.0,Single Family,2114.0
Coquitlam,BC,49.260955,-122.885296,805000.0,2.0,2.0,Condo/Townhome,1034.0
New Westminster,BC,49.204184,-122.921511,474999.0,1.0,1.0,Condo,630.0
Maple Ridge,BC,49.2190688,-122.5976143,442500.0,1.0,1.0,Condo,710.0
Parksville,BC,49.31298,-124.267115,520000.0,2.0,1.0,Townhome,801.0
Richmond,BC,49.17176,-123.130327,499000.0,2.0,2.0,Condo,830.0
Courtenay,BC,49.7169725,-124.9676863,819900.0,3.0,2.0,Single Family,1745.0
Surrey,BC,49.1983528,-122.8470814,729900.0,2.0,2.0,Condo,930.0
Vancouver,BC,49.2625336,-123.0592146,644900.0,1.0,1.0,Condo,617.0
Agassiz,BC,49.233612,-121.909861,525000.0,1.0,2.0,Duplex,1366.0
Nanoose Bay,BC,49.285425,-124.136706,748888.0,2.0,2.0,Condo,1486.0
Surrey,BC,49.191474,-122.851247,458000.0,1.0,1.0,Condo,530.0
Campbell River,BC,49.9593074,-125.226788,969900.0,5.0,3.0,Single Family,2500.0
Port Alberni,BC,49.26597,-124.817774,815000.0,3.0,2.0,Single Family,1998.0
Vancouver,BC,49.2699868,-123.0446769,769000.0,2.0,2.0,Condo,843.0
Vancouver,BC,49.2521907,-123.1824969,2298000.0,3.0,3.0,Duplex,1520.0
Kamloops,BC,50.6838188,-120.3518372,585000.0,4.0,2.0,Single Family,1550.0
Fort St. John,BC,56.2338278,-120.8085098,249900.0,3.0,2.0,Single Family,1216.0
Nelson,BC,49.4839824,-117.2825126,1059000.0,5.0,3.0,Single Family,2373.0
Kelowna,BC,49.89192,-119.4871483,879900.0,4.0,2.0,Single Family,2070.0
Kelowna,BC,49.9242943,-119.4369865,665000.0,3.0,3.0,Single Family,1590.0
Kamloops,BC,50.8852615,-119.877182,375000.0,1.0,1.0,Condo,369.0
Kelowna,BC,49.8618156,-119.4486565,1488000.0,5.0,4.0,Single Family,3407.0
Prince George,BC,53.848828900001,-122.8233916,339000.0,3.0,1.0,Single Family,854.0
Golden,BC,51.2920609,-116.9723816,879000.0,5.0,4.0,Single Family,3299.0
Kamloops,BC,50.7084295,-120.4038206,659900.0,4.0,2.0,Single Family,2106.0
Kelowna,BC,49.8756483,-119.4755094,289900.0,2.0,2.0,Condo,1116.0
Williams Lake,BC,52.1408375,-122.1427842,550000.0,3.0,3.0,Single Family,2576.0
Williams Lake,BC,52.1529606731053,-122.148075006711,535000.0,5.0,3.0,Single Family,2460.0
Fort St. John,BC,56.281789166754,-120.8473951,690000.0,5.0,4.0,Single Family,3300.0
McBride,BC,53.2949968,-120.1563847,462500.0,3.0,2.0,Single Family,1296.0
Kimberley,BC,49.632394,-115.950467,999900.0,6.0,4.0,Single Family,4008.0
Kelowna,BC,49.9029655,-119.4495239,959900.0,4.0,4.0,Condo,2363.0
Kamloops,BC,50.7119277,-120.3081825,1499900.0,3.0,2.0,Single Family,2837.0
Mission,BC,49.1714762,-122.2668275,1395000.0,2.0,1.0,Manufactured Home,924.0
Kelowna,BC,49.922357,-119.4371805,725000.0,3.0,3.0,Condo,1373.0
Burnaby,BC,49.2165611,-122.9509688,999888.0,3.0,3.0,Townhome,1375.0
Cranbrook,BC,49.5045825,-115.7720084,399000.0,2.0,1.0,Single Family,992.0
Tappen,BC,50.7924251,-119.2947425,1299900.0,5.0,3.0,Single Family,2853.0
Vancouver,BC,49.2035504,-123.1342248,499000.0,1.0,1.0,Condo,554.0
Kelowna,BC,49.888237,-119.5386887,998000.0,3.0,3.0,Single Family,2040.0
Port Moody,BC,49.2740388,-122.8698069,1649000.0,4.0,3.0,Single Family,2480.0
Prince George,BC,53.8770787,-122.7817768,569900.0,5.0,2.0,Single Family,2000.0
108 Mile Ranch,BC,51.7451721,-121.345131,349000.0,2.0,1.0,Single Family,662.0
Fort St. John,BC,56.2517573900871,-120.8392419,499000.0,5.0,3.0,Single Family,2056.0
Quesnel,BC,52.9689629,-122.50529,479900.0,5.0,2.0,Single Family,2866.0
Quesnel,BC,52.9483003,-122.521893,399900.0,3.0,2.0,Single Family,1502.0
Quesnel,BC,52.9774082,-122.4257078,649900.0,4.0,3.0,Single Family,2322.0
Quesnel,BC,53.0302822,-122.463754,1249000.0,4.0,3.0,Single Family,2900.0
Quesnel,BC,52.9738104,-122.442033,649900.0,3.0,2.0,Single Family,1740.0
Quesnel,BC,52.9789791,-122.5303181,499900.0,5.0,3.0,Single Family,2810.0
Quesnel,BC,52.9474534,-122.5140659,399900.0,3.0,2.0,Single Family,1879.0
Quesnel,BC,53.0825876,-122.4664242,1279000.0,3.0,3.0,Single Family,3690.0
Kelowna,BC,49.7873784,-119.5108092,2699900.0,5.0,4.0,Single Family,5069.0
Merritt,BC,50.1199837,-120.8160248,265000.0,3.0,2.0,Single Family,1353.0
Kelowna,BC,49.8940406,-119.494334,839000.0,2.0,2.0,Condo,983.0
Quesnel,BC,52.9649283,-122.4649251,399900.0,4.0,3.0,Single Family,2287.0
Quesnel,BC,52.9742918,-122.5219302,369900.0,5.0,3.0,Single Family,2780.0
Port Alice,BC,50.429145,-127.484955,398999.0,3.0,3.0,Single Family,2400.0
Qualicum Beach,BC,49.3095473,-124.5643239,1877000.0,4.0,4.0,Single Family,3216.0
Vancouver,BC,49.2649358,-123.1409983,1966900.0,2.0,3.0,Townhome,1063.0
Kelowna,BC,49.8810009,-119.4961641,575000.0,2.0,2.0,Condo,891.0
Vancouver,BC,49.2649358,-123.1409983,1599900.0,2.0,3.0,Townhome,911.0
Lake Country,BC,50.050798,-119.395153,849000.0,3.0,2.0,Condo,1400.0
West Kelowna,BC,49.8494415,-119.5810242,3980000.0,5.0,7.0,Single Family,5113.0
Vernon,BC,50.2226169,-119.4679095,670000.0,5.0,3.0,Single Family,2751.0
Cranbrook,BC,49.5431202,-115.7598507,959000.0,3.0,3.0,Single Family,2260.0
Vancouver,BC,49.2649358,-123.1409983,1405900.0,2.0,2.0,Condo,876.0
Vancouver,BC,49.2701553,-123.0751638,1750000.0,6.0,3.0,Single Family,2181.0
Kelowna,BC,49.8378572,-119.4874033,2500000.0,3.0,3.0,Condo,2538.0
Kelowna,BC,49.852431,-119.4761229,449000.0,1.0,1.0,Condo,752.0
Kelowna,BC,49.8889562,-119.4856533,689990.0,3.0,3.0,Condo,1213.0
Vancouver,BC,49.2649358,-123.1409983,1362900.0,2.0,2.0,Condo,784.0
Vernon,BC,50.3524323,-119.2929001,545000.0,2.0,2.0,Single Family,1400.0
West Kelowna,BC,49.8466911,-119.6107407,465000.0,2.0,2.0,Single Family,892.0
Prince George,BC,53.8723306,-122.783526,729999.0,6.0,3.0,Single Family,2661.0
Vancouver,BC,49.2649358,-123.1409983,1399900.0,2.0,2.0,Condo,799.0
Fort St. John,BC,56.2532368,-120.8524319,289900.0,3.0,3.0,Condo/Townhome,2065.0
100 Mile House,BC,51.6341471603208,-121.301281406746,559000.0,3.0,2.0,Single Family,2331.0
Quesnel,BC,52.980695,-122.5278458,314900.0,3.0,2.0,Single Family,1716.0
Wells / Barkerville,BC,53.1018850169462,-121.563449571164,209900.0,3.0,1.0,Single Family,1532.0
Quesnel,BC,52.98013,-122.5280871,324900.0,4.0,2.0,Single Family,1838.0
Quesnel,BC,52.9738623,-122.4844451,324900.0,3.0,1.0,Single Family,1719.0
Vancouver,BC,49.2649358,-123.1409983,1579900.0,2.0,2.0,Condo,881.0
Vernon,BC,50.2585592,-119.2865635,209000.0,1.0,1.0,Condo,607.0
West Kelowna,BC,49.8482218,-119.5613195,1770000.0,6.0,4.0,Single Family,4599.0
Kelowna,BC,49.8866692,-119.4904785,458000.0,1.0,1.0,Condo,514.0
Vancouver,BC,49.2649358,-123.1409983,893900.0,1.0,1.0,Condo,527.0
Powell River,BC,49.830882,-124.516063,599900.0,3.0,2.0,Single Family,2264.0
Prince George,BC,54.0032797,-122.8077086,669900.0,3.0,2.0,Single Family,1450.0
Quesnel,BC,52.9810246,-122.4743523,745000.0,5.0,5.0,Single Family,3160.0
Quesnel,BC,52.9717922,-122.4456381,319900.0,3.0,2.0,Single Family,2014.0
Vernon,BC,50.2866758,-119.2575275,579000.0,3.0,3.0,Condo,1511.0
Kelowna,BC,49.9298744,-119.4040527,1688000.0,5.0,4.0,Single Family,3427.0
New Westminster,BC,49.1945396,-122.9352869,955000.0,3.0,3.0,Condo/Townhome,1301.0
Richmond,BC,49.1736925,-123.1312769,448800.0,1.0,1.0,Condo,656.0
Merritt,BC,50.1458473,-120.8845673,799999.0,3.0,2.0,Single Family,1657.0
Parksville,BC,49.312056,-124.309736,734900.0,2.0,2.0,Single Family,1415.0
Penticton,BC,49.5529609,-119.5692689,1649000.0,4.0,3.0,Single Family,2833.0
Kelowna,BC,49.8868763,-119.4761238,1484000.0,3.0,3.0,Condo,2034.0
Quesnel,BC,52.980811,-122.4730913,699900.0,5.0,2.0,Single Family,2667.0
Vancouver,BC,49.2381414,-123.0528697,1174900.0,3.0,2.0,Condo/Townhome,970.0
Lake Country,BC,50.0691936,-119.4160229,775000.0,3.0,3.0,Condo/Townhome,1938.0
Coquitlam,BC,49.2801761,-122.7857458,746000.0,2.0,2.0,Condo,884.0
Kamloops,BC,50.7017704,-120.3673545,619900.0,4.0,2.0,Single Family,1712.0
Kelowna,BC,49.8886324,-119.2438088,1299000.0,2.0,3.0,Single Family,2418.0
Lake Country,BC,50.085625,-119.4468839,2227000.0,4.0,4.0,Single Family,3792.0
Ashcroft,BC,50.7334366,-121.2748566,299900.0,3.0,2.0,Condo/Townhome,1400.0
Barriere,BC,51.140728,-120.0621643,580000.0,1.0,1.0,Single Family,764.0
Kamloops,BC,50.6935178,-120.3692301,149900.0,1.0,1.0,Mobile Home,525.0
Quesnel,BC,52.9783831,-122.4881648,599000.0,5.0,4.0,Single Family,2915.0
Kelowna,BC,49.9355519,-119.3991645,539000.0,2.0,2.0,Condo,947.0
Vancouver,BC,49.2769244,-123.1232442,898000.0,1.0,1.0,Condo,629.0
Kamloops,BC,50.7121964,-120.4234695,598000.0,3.0,3.0,Condo,1790.0
Kelowna,BC,49.8764048,-119.4677925,1049900.0,4.0,2.0,Single Family,2348.0
Kelowna,BC,49.9235578,-119.4451787,899000.0,4.0,3.0,Single Family,1960.0
Logan Lake,BC,50.487608,-120.81419,449000.0,3.0,2.0,Single Family,1993.0
Kamloops,BC,50.6648204,-120.3188455,569900.0,2.0,3.0,Condo/Townhome,1168.0
Kamloops,BC,50.7405815,-120.6985168,779500.0,3.0,2.0,Condo,1860.0
Kelowna,BC,49.8939848,-119.3989074,925000.0,5.0,3.0,Single Family,1590.0
Vancouver,BC,49.2769244,-123.1232442,2265000.0,3.0,2.0,Condo,1356.0
Vancouver,BC,49.209979,-123.1159757,559900.0,1.0,1.0,Condo,466.0
Coquitlam,BC,49.259036,-122.884073,999900.0,3.0,2.0,Condo,1152.0
Kelowna,BC,49.8932684,-119.4939945,529900.0,2.0,1.0,Condo,687.0
Kelowna,BC,49.8805014,-119.5002098,1475000.0,3.0,2.0,Single Family,1412.0
Coquitlam,BC,49.258972,-122.884365,799900.0,2.0,2.0,Condo,870.0
Coquitlam,BC,49.2405438,-122.8697073,1669900.0,5.0,2.0,Single Family,2156.0
West Kelowna,BC,49.8116762,-119.6235204,1095000.0,3.0,3.0,Condo,1356.0
Prince George,BC,53.8491382,-122.7563051,939000.0,4.0,4.0,Single Family,3617.0
Quesnel,BC,52.9814532,-122.4429917,99900.0,2.0,1.0,Single Family,720.0
Quesnel,BC,52.9839796,-122.5072496,219900.0,3.0,2.0,Single Family,1216.0
Oliver,BC,49.1823433,-119.5384034,337000.0,1.0,1.0,Condo,520.0
Quesnel,BC,52.9873836,-122.5086887,479000.0,2.0,2.0,Single Family,1918.0
Oliver,BC,49.1823433,-119.5384034,343000.0,1.0,1.0,Condo,1017.0
Kelowna,BC,49.9055854,-119.4503584,900000.0,3.0,2.0,Condo,1743.0
Chase,BC,50.8212357,-119.6959152,598000.0,3.0,2.0,Single Family,1806.0
Oliver,BC,49.1767825,-119.5606038,899900.0,4.0,2.0,Single Family,2291.0
Summerland,BC,49.602912,-119.6812274,555000.0,3.0,1.0,Single Family,1352.0
Mission,BC,49.2052433,-122.2421566,1950000.0,7.0,6.0,Single Family,3438.0
Agassiz,BC,49.3747289,-121.926389,849000.0,2.0,2.0,Duplex,1923.0
Burnaby,BC,49.2632634,-122.99861,998000.0,3.0,2.0,Condo,1049.0
Vancouver,BC,49.2151005,-123.1407297,3799000.0,8.0,5.0,Single Family,3297.0
Kelowna,BC,49.80363,-119.4567172,2345000.0,4.0,5.0,Single Family,4030.0
Kamloops,BC,50.6881138,-120.3507211,499999.0,2.0,1.0,Single Family,788.0
Penticton,BC,49.4981192,-119.5829287,525000.0,2.0,2.0,Condo,1302.0
Surrey,BC,49.1723343,-122.8889276,499000.0,1.0,1.0,Condo,1085.0
Summerland,BC,49.568332,-119.630297,709900.0,3.0,3.0,Condo/Townhome,1515.0
West Kelowna,BC,49.8577347,-119.6186981,919900.0,2.0,3.0,Condo,2418.0
Halfmoon Bay,BC,49.4750614,-123.8698765,1279000.0,4.0,3.0,Single Family,1965.0
Nanoose Bay,BC,49.2751965,-124.1988721,1695000.0,5.0,5.0,Single Family,4530.0
Garden Bay,BC,49.6334486,-124.0479643,1599000.0,4.0,5.0,Single Family,3066.0
Vancouver,BC,49.2615234,-123.053316,550000.0,3.0,2.0,Condo,995.0
West Kelowna,BC,49.8774353,-119.5767762,939900.0,3.0,3.0,Condo/Townhome,2232.0
West Kelowna,BC,49.8577347,-119.6186981,949900.0,3.0,3.0,Condo,2418.0
Gibsons,BC,49.4134783,-123.5158796,1099000.0,5.0,3.0,Single Family,2318.0
Port Alberni,BC,49.281678,-124.840996,649900.0,3.0,2.0,Single Family,1689.0
Peachland,BC,49.7870599,-119.7324479,1049000.0,3.0,4.0,Condo,2339.0
Golden,BC,51.3012886,-117.0537186,2600000.0,4.0,4.0,Single Family,4285.0
Vernon,BC,50.2381708,-119.4432796,569000.0,4.0,2.0,Single Family,2055.0
Kelowna,BC,50.0061637,-119.3966968,215000.0,2.0,2.0,MultiFamily,1125.0
Kelowna,BC,49.8440644,-119.482362,369000.0,1.0,1.0,Condo/Townhome,700.0
Maple Ridge,BC,49.2222686,-122.5574649,2280000.0,6.0,7.0,Single Family,5000.0
Kelowna,BC,49.8624222,-119.4870886,929999.0,3.0,3.0,Condo,1580.0
Fairmont Hot Springs,BC,50.3316422,-115.8618698,159000.0,1.0,1.0,Condo,503.0
Fernie,BC,49.5068245,-115.0665283,2250000.0,3.0,4.0,Single Family,3711.0
Radium Hot Springs,BC,50.6212503,-116.0814768,324900.0,2.0,2.0,Condo,1044.0
Kelowna,BC,49.9096773,-119.4668303,824900.0,3.0,3.0,Condo,1945.0
Castlegar,BC,49.27877,-117.650076,579000.0,5.0,3.0,Single Family,2088.0
Kelowna,BC,49.9264565,-119.4016647,785000.0,3.0,3.0,Condo,1878.0
Summerland,BC,49.5717049,-119.6297302,1099000.0,5.0,5.0,Single Family,2582.0
Port Moody,BC,49.284453,-122.830258,1450000.0,4.0,3.0,Townhome,2000.0
Naramata,BC,49.5912514,-119.5658875,1750000.0,5.0,4.0,Single Family,3833.0
Richmond,BC,49.1742493,-123.1369554,619000.0,0.0,1.0,Condo,515.0
Vancouver,BC,49.2230654,-123.0742259,1899000.0,5.0,4.0,Duplex,1746.0
Vancouver,BC,49.2677333,-123.1429678,1095000.0,2.0,2.0,Condo,894.0
Vancouver,BC,49.2202777,-123.0956723,3688000.0,8.0,6.0,Single Family,3932.0
Kamloops,BC,50.6861731,-120.3438898,589900.0,2.0,2.0,Single Family,1224.0
Naramata,BC,49.5952402,-119.5736849,1200000.0,4.0,3.0,Single Family,2635.0
Penticton,BC,49.4555384,-119.5879513,539000.0,2.0,2.0,Condo,1061.0
Armstrong,BC,50.3993073,-119.2197342,159900.0,2.0,1.0,Single Family,1262.0
Vernon,BC,50.1902428,-119.3950195,949700.0,2.0,2.0,Single Family,1755.0
Surrey,BC,49.16131,-122.776365,989999.0,3.0,3.0,Townhome,1655.0
Prince George,BC,53.898818,-122.7625615,369900.0,3.0,1.0,Single Family,1040.0
North Vancouver,BC,49.324287,-123.064081,1929000.0,4.0,4.0,Duplex,1845.0
Campbell River,BC,50.0238416,-125.244422,495000.0,2.0,2.0,Condo,1068.0
Vancouver,BC,49.228178,-123.1176167,808000.0,1.0,2.0,Condo,883.0
Sechelt,BC,49.4681089,-123.802059,949000.0,3.0,3.0,Townhome,1542.0
Burnaby,BC,49.2811974,-123.0205121,788800.0,2.0,2.0,Condo,926.0
Parksville,BC,49.319568,-124.321786,598000.0,2.0,2.0,Condo,1503.0
Vancouver,BC,49.2816882,-123.12427,519000.0,0.0,1.0,Condo,450.0
Courtenay,BC,49.73777993,-125.3021366,365000.0,2.0,2.0,Condo,810.0
Coldstream,BC,50.2207256,-119.2511655,1295000.0,4.0,3.0,Single Family,3156.0
Kamloops,BC,50.649807,-120.1544037,1350000.0,5.0,2.0,Single Family,2492.0
Oliver,BC,49.1835594,-119.5575256,625000.0,4.0,3.0,Single Family,2354.0
Kelowna,BC,49.9418831,-119.3417206,979000.0,2.0,3.0,Condo,2714.0
Vancouver,BC,49.232991,-123.023952,589900.0,1.0,1.0,Condo,479.0
West Vancouver,BC,49.345693,-123.1563395,8190000.0,6.0,7.0,Single Family,7055.0
Golden,BC,51.2961044,-116.9540329,735000.0,3.0,2.0,Single Family,1269.0
Kaslo,BC,49.9695358,-116.9065704,1150000.0,2.0,3.0,Single Family,2880.0
West Kelowna,BC,49.8159103,-119.6346817,1130000.0,3.0,3.0,Single Family,3106.0
Maple Ridge,BC,49.2215336,-122.5674339,769900.0,3.0,2.0,Townhome,1519.0
Gibsons,BC,49.403353,-123.504638,1588888.0,5.0,4.0,Single Family,3065.0
Maple Ridge,BC,49.224336,-122.602035,599000.0,2.0,2.0,Condo,1050.0
Parksville,BC,49.335997,-124.344828,899900.0,4.0,3.0,Single Family,2385.0
Jaffray,BC,49.3956604,-115.2591858,893000.0,3.0,2.0,Single Family,1620.0
New Westminster,BC,49.213209,-122.925968,429900.0,1.0,1.0,Condo,702.0
West Vancouver,BC,49.330248,-123.1408743,4998000.0,4.0,4.0,Single Family,4222.0
Vancouver,BC,49.2761893,-123.12245,735000.0,1.0,1.0,Townhome,642.0
Parksville,BC,49.321704,-124.320277,349000.0,2.0,1.0,Condo,917.0
Invermere,BC,50.5134544,-116.0247269,364000.0,2.0,2.0,Condo,913.0
New Denver,BC,49.9923019,-117.3770828,1090000.0,3.0,2.0,Single Family,1636.0
Comox,BC,49.67963,-124.91151,845000.0,4.0,2.0,Single Family,2300.0
Vancouver,BC,49.2165201,-123.129695,1398000.0,3.0,3.0,Townhome,1281.0
Nanaimo,BC,49.1867613,-123.9583624,399900.0,2.0,2.0,Condo,989.0
Chilliwack,BC,49.182416,-121.9427385,1199000.0,5.0,3.0,Single Family,3927.0
Vancouver,BC,49.2760391,-123.1264715,649000.0,1.0,1.0,Condo,508.0
Nanaimo,BC,49.221526,-124.031586,584900.0,2.0,2.0,Condo,757.0
Vancouver,BC,49.2640279,-123.2055215,2299900.0,2.0,3.0,Condo,1675.0
Prince George,BC,53.8568205,-122.7801258,399900.0,3.0,2.0,Condo,1680.0
Port Moody,BC,49.280223,-122.8353985,799900.0,2.0,2.0,Condo,945.0
Nanaimo,BC,49.22168,-124.031715,639900.0,2.0,2.0,Condo,849.0
Qualicum Beach,BC,49.3563559,-124.4752683,1495000.0,4.0,3.0,Single Family,3724.0
Vancouver,BC,49.2792683,-123.1274721,1038000.0,2.0,2.0,Condo,1038.0
Denman Island,BC,49.522033,-124.800165,2290000.0,5.0,5.0,Single Family,4688.0
Surrey,BC,49.1875539,-122.7977293,459900.0,1.0,1.0,Condo,648.0
Vancouver,BC,49.2798569,-123.1266061,1139000.0,2.0,2.0,Condo,1069.0
Vancouver,BC,49.2673265,-123.0536571,3888000.0,4.0,3.0,Single Family,2522.0
Nanaimo,BC,49.221554,-124.03165,639900.0,2.0,2.0,Condo,849.0
Surrey,BC,49.1731984,-122.8676827,720000.0,4.0,2.0,Condo/Townhome,1750.0
Nanaimo,BC,49.221638,-124.031543,699900.0,2.0,2.0,Condo,1000.0
Vancouver,BC,49.2622565,-123.2441688,1098000.0,2.0,2.0,Condo,878.0
Nanaimo,BC,49.221512,-124.031886,699900.0,2.0,2.0,Condo,1000.0
North Vancouver,BC,49.327937,-123.041531,1949000.0,4.0,3.0,Single Family,3385.0
Vancouver,BC,49.2770618,-123.1309189,489000.0,1.0,1.0,Condo,542.0
Royston,BC,49.6468043,-124.9537439,1695000.0,3.0,3.0,Single Family,3683.0
North Vancouver,BC,49.3105643,-123.0345572,769000.0,1.0,1.0,Condo,716.0
Surrey,BC,49.17829,-122.848085,489900.0,2.0,1.0,Condo,1055.0
Coquitlam,BC,49.280503,-122.792135,759000.0,2.0,2.0,Condo,950.0
West Vancouver,BC,49.3438139,-123.1202994,3996000.0,5.0,4.0,Single Family,3554.0
Nanaimo,BC,49.221652,-124.031607,639900.0,2.0,2.0,Condo,849.0
Naramata,BC,49.5945511,-119.5936432,799000.0,3.0,1.0,Single Family,1083.0
Nanaimo,BC,49.221568,-124.031693,474900.0,1.0,1.0,Condo,605.0
Anmore,BC,49.3221259,-122.8663524,6800000.0,6.0,11.0,Single Family,10849.0
Vancouver,BC,49.2649211,-123.182322,2338000.0,4.0,2.0,Single Family,1964.0
Richmond,BC,49.168102,-123.117134,999999.0,3.0,3.0,Condo/Townhome,1420.0
Vancouver,BC,49.2859438,-123.1238552,3999000.0,2.0,3.0,Condo,2441.0
Nanaimo,BC,49.1766871,-123.9521288,419900.0,2.0,2.0,Condo,901.0
Courtenay,BC,49.7789653,-124.9948615,1060000.0,3.0,2.0,Single Family,1151.0
Vancouver,BC,49.2112675,-123.0897125,525000.0,1.0,1.0,Condo,521.0
Comox,BC,49.686772,-124.947303,825000.0,2.0,2.0,Townhome,1487.0
Nanaimo,BC,49.221666,-124.03165,419900.0,1.0,1.0,Condo,470.0
Vancouver,BC,49.2207872,-123.14121,1989000.0,2.0,3.0,Condo/Townhome,1452.0
North Vancouver,BC,49.3307977,-123.121011,480000.0,1.0,1.0,Condo,588.0
Nanoose Bay,BC,49.3131959,-124.2115134,988000.0,5.0,2.0,Single Family,1993.0
Vancouver,BC,49.2358923,-123.1834102,3688000.0,7.0,4.0,Single Family,4507.0
Nanaimo,BC,49.221694,-124.031479,474900.0,1.0,1.0,Condo,605.0
